Thực tế,Dự đoán
1.0,-7.208689
55.0,33.897984
-25.0,-18.24607
-31.0,-15.80813
73.0,76.05918
19.0,1.3231164
-10.0,-11.6105995
1.0,3.705937
-3.0,1.3998097
-16.0,-21.949156
-3.0,-0.62487394
33.0,17.154491
-14.0,-17.551891
68.0,36.468643
-12.0,-14.676392
-12.0,-7.2860227
38.0,28.673859
-13.0,-13.522082
-22.0,-17.425198
-8.0,-13.012149
-22.0,-17.660604
13.0,15.478698
-22.0,-14.562938
-6.0,-9.334206
43.0,29.881935
45.0,17.4581
-25.0,-21.157288
-6.0,3.0700624
-5.0,-8.150856
9.0,4.9781413
-19.0,-15.621859
-6.0,-10.913564
-15.0,-13.384323
-7.0,-9.79514
-11.0,-11.574442
-1.0,-2.0981462
58.0,34.69302
-31.0,-18.930151
-16.0,-15.162188
-19.0,-17.956522
-1.0,3.3786466
-17.0,-0.6293549
26.0,12.550079
-3.0,0.05761735
-13.0,-14.408532
-9.0,-13.407486
0.0,-14.097827
-27.0,-11.7226095
-23.0,-17.692738
-16.0,-16.09891
-3.0,-2.6221683
15.0,13.7251005
-14.0,-13.81274
-16.0,-14.663901
-16.0,-12.174314
-17.0,-12.496994
-21.0,-10.943971
-2.0,-1.759915
-9.0,-15.559295
-17.0,-8.349566
-14.0,-9.437128
-29.0,-12.302689
-11.0,-1.2411516
-14.0,-9.954068
-1.0,-5.2485743
-1.0,-6.4390254
0.0,0.43706292
-1.0,-3.295631
4.0,-9.297381
-14.0,-16.126463
-30.0,-18.641605
-8.0,-12.434913
-4.0,-11.394641
-17.0,-10.014292
-23.0,-11.356902
-14.0,-9.1146555
91.0,81.88935
-11.0,-15.302825
-63.0,-21.59483
-9.0,-16.630354
-5.0,-3.333809
-6.0,-10.901135
-5.0,-6.4080777
-11.0,2.691573
-11.0,-17.96581
81.0,79.7188
-17.0,-11.66154
-30.0,-19.574387
5.0,-6.2331586
-4.0,-8.668017
21.0,22.777214
1.0,3.7207298
-10.0,-11.905119
-17.0,0.6201553
-5.0,-11.136079
-7.0,-5.43092
-11.0,-9.0922365
85.0,9.747096
-11.0,-9.557719
-26.0,-15.888396
0.0,-2.5876617
-10.0,0.17806375
-3.0,14.61651
-2.0,-3.4025311
12.0,2.4780226
-17.0,-12.141341
-7.0,-5.750746
-3.0,-4.284798
-15.0,-2.65155
58.0,52.87179
-13.0,-10.909152
0.0,-8.074176
1.0,-4.1488576
-15.0,-16.15342
50.0,47.480568
-6.0,-16.954758
-15.0,-19.886183
-35.0,-17.46873
-21.0,-14.058967
-4.0,-6.154468
-16.0,-10.821682
3.0,2.1035564
-12.0,-11.197859
-12.0,-16.780367
-7.0,-6.535019
-14.0,-11.416743
40.0,35.281994
-6.0,-8.211742
-15.0,-13.730622
-18.0,-15.881515
-12.0,-9.417704
-10.0,-14.4970665
-14.0,-11.649149
-10.0,-10.520208
3.0,7.736666
-8.0,-14.449331
-36.0,-16.054056
20.0,24.374397
-17.0,-14.005194
11.0,5.565649
-27.0,-18.934916
-35.0,-18.72851
0.0,-4.685216
2.0,-5.126632
90.0,77.87269
192.0,190.755
8.0,13.077262
95.0,82.5581
-42.0,-20.253748
6.0,-10.5523205
-2.0,6.3702927
-15.0,-13.507479
-12.0,-12.393669
-16.0,-13.21967
-8.0,-4.5249677
-12.0,-14.90639
1.0,-9.415065
-22.0,-19.439932
-3.0,-9.302406
-10.0,-12.785974
-21.0,-16.540638
23.0,28.934416
14.0,17.212511
-5.0,1.1449784
-4.0,-15.8698
7.0,6.2450714
0.0,3.6438065
92.0,98.25075
-13.0,-13.177441
34.0,39.581806
13.0,11.359249
6.0,2.4330676
-11.0,-24.802198
13.0,7.1468315
-11.0,-7.592201
8.0,-12.248668
0.0,-5.1926513
-14.0,-12.655056
4.0,-16.999058
-3.0,-7.5467205
-22.0,-16.809069
-20.0,-6.348986
4.0,3.8093958
8.0,-4.0598392
5.0,16.930191
-9.0,-6.6617584
41.0,32.079254
-10.0,-9.351821
2.0,4.803979
-17.0,-19.785719
10.0,5.6492095
0.0,-9.759945
-24.0,-19.2498
-41.0,-26.068201
-10.0,-12.033294
-13.0,-13.413093
-8.0,-12.944635
27.0,26.922916
-37.0,-10.328127
-14.0,-3.9953446
0.0,-10.915484
-22.0,-3.9928923
13.0,30.27288
-14.0,-12.213436
-1.0,6.489151
-13.0,-16.540363
-7.0,-11.593902
5.0,-12.273836
-13.0,-18.057293
-20.0,-11.287891
-3.0,-5.016021
-24.0,-25.084543
39.0,39.783127
11.0,11.198616
-14.0,-18.585978
-6.0,-16.35574
-26.0,-20.554146
-45.0,-19.740862
-41.0,-19.966017
-24.0,-14.385779
9.0,4.5095315
-10.0,-12.010947
8.0,2.3209996
-2.0,-11.614918
25.0,16.225147
-14.0,-13.112365
-3.0,-1.2755752
-17.0,-11.520339
-22.0,-18.307344
-32.0,-19.677565
-5.0,-10.203008
-1.0,-4.920344
-18.0,-14.40224
60.0,71.98618
-12.0,-20.19742
5.0,-8.063047
-27.0,-26.31892
-21.0,-19.190157
-1.0,-8.0597315
-25.0,-22.127554
12.0,1.8201706
-1.0,-11.301267
-6.0,-11.38948
-6.0,-4.388774
-8.0,-13.584106
2.0,7.015407
-2.0,6.3563375
-12.0,-1.5421659
-8.0,-18.218859
-17.0,-14.496534
-19.0,-20.05194
-24.0,-15.99525
-17.0,-12.565407
-3.0,-5.0579033
-12.0,-16.873318
-6.0,-14.362359
8.0,-12.611274
-8.0,-4.1044364
-18.0,-15.303426
2.0,-5.72502
12.0,7.557316
-4.0,-5.1421494
108.0,107.942055
16.0,21.35624
-10.0,-10.051995
36.0,26.97784
-4.0,-21.309351
-11.0,-10.309297
37.0,38.91196
-16.0,-27.977541
-10.0,-16.796623
10.0,-13.090628
-22.0,-6.455481
32.0,35.85737
-10.0,-13.06895
29.0,18.106586
-19.0,-13.21238
17.0,19.477621
-13.0,-15.770134
-14.0,-17.270067
-12.0,-10.237237
82.0,73.89721
-7.0,-1.1183182
0.0,-17.027363
-9.0,-17.274582
31.0,42.647858
6.0,9.346102
-17.0,-3.9718895
38.0,30.210653
-2.0,-7.883779
-33.0,-17.827017
-18.0,-19.981016
-1.0,-5.3394804
39.0,36.33622
-18.0,-12.092906
-16.0,-14.102171
8.0,5.533058
-11.0,-7.552668
-14.0,-12.197077
-13.0,-15.688612
-9.0,-19.81916
-3.0,-7.673566
7.0,-13.462254
24.0,25.72855
-2.0,0.7325215
39.0,48.706844
-19.0,-15.010886
-11.0,-6.960293
-7.0,-8.1501465
-33.0,-8.890346
-33.0,-10.437694
14.0,0.37591624
93.0,114.743965
-27.0,-31.691814
-10.0,-11.341154
79.0,84.00583
-1.0,-12.083689
-4.0,-8.118452
-7.0,-12.2620735
-19.0,-16.90493
8.0,3.4997835
-24.0,-12.397747
-20.0,-9.122353
39.0,48.465706
32.0,26.223534
-6.0,-7.8228006
1.0,-4.572488
-16.0,-17.049664
-20.0,-10.377745
-17.0,-13.651472
5.0,-5.1457567
-24.0,-18.752764
-10.0,-19.59363
-5.0,-11.562991
24.0,-4.1312203
2.0,1.7205362
13.0,5.099393
-17.0,-11.668871
-15.0,-16.302355
-13.0,-11.775712
53.0,67.10296
-12.0,-15.2514105
10.0,8.527723
-15.0,-10.919586
-10.0,-11.721222
-2.0,-13.99898
-35.0,-23.012207
2.0,-4.825477
-6.0,-7.0669537
-8.0,-1.0176587
6.0,6.442567
-21.0,-7.312817
-40.0,-27.719528
-18.0,-11.626549
-28.0,-11.394606
-11.0,-12.75932
-8.0,-8.59233
95.0,107.55566
-13.0,-10.93012
-12.0,-14.369694
75.0,78.96424
-17.0,-13.587867
-31.0,-9.795532
-11.0,-1.4708598
91.0,79.793884
-6.0,-0.1732687
4.0,-2.4729688
9.0,-12.1145735
-13.0,-11.923621
31.0,36.774487
-4.0,-7.039767
22.0,20.836994
-25.0,-12.653796
9.0,4.076487
-14.0,-5.1894097
112.0,121.95764
-39.0,-14.668816
-7.0,-0.97651404
-6.0,-12.960799
2.0,-12.733832
-25.0,-17.082012
-29.0,-15.609908
2.0,-7.742563
-12.0,-1.7552679
-4.0,-6.3916245
-16.0,-8.845856
-26.0,-17.775972
32.0,38.264812
-27.0,-12.362089
-9.0,-11.044753
-9.0,-4.0366807
4.0,1.3029855
-8.0,3.6280043
-2.0,-3.2335598
-27.0,-13.420373
-9.0,-10.246951
-19.0,-20.976484
-8.0,-12.490454
-9.0,-11.566989
21.0,8.792028
-5.0,-4.8054943
-7.0,0.27376077
1.0,7.406152
-11.0,-14.391298
-4.0,-14.810044
-7.0,-9.180623
-6.0,6.35891
-7.0,-9.712198
-24.0,-13.018456
3.0,-8.2668915
-29.0,-5.247476
17.0,-18.344799
27.0,59.46234
-2.0,-4.2829533
122.0,122.64937
-12.0,-12.0232115
15.0,11.5013485
-25.0,-16.053278
-18.0,-10.857879
-13.0,-5.467989
-24.0,-13.66189
-14.0,-13.203481
42.0,50.924774
-10.0,-10.655105
-44.0,-14.5297165
27.0,27.500986
-11.0,-10.967757
7.0,-0.94021153
-9.0,-10.915437
-14.0,-10.952307
17.0,22.202269
9.0,9.344877
-6.0,0.32692945
-13.0,-9.584258
180.0,176.28041
48.0,39.038845
5.0,4.241727
139.0,135.32353
-20.0,-20.1543
77.0,83.28981
32.0,39.765915
-13.0,-18.531929
-9.0,-13.283403
-11.0,-12.608474
-12.0,-6.2741013
-17.0,-21.730516
11.0,8.214261
18.0,9.284365
-14.0,-17.496853
1.0,-12.327859
64.0,60.179283
-13.0,-5.158509
-35.0,-22.719986
2.0,8.345592
-9.0,-8.512281
93.0,85.656425
-13.0,-18.708796
-7.0,-19.534374
-4.0,-5.383736
77.0,80.17628
26.0,16.472178
-17.0,-9.536054
-15.0,-15.477434
-25.0,-13.568012
-27.0,-17.894987
-6.0,-3.076213
-16.0,-19.586882
-15.0,-16.506746
-24.0,-18.874151
7.0,14.184208
-24.0,-20.53884
0.0,7.5643563
-5.0,-11.123648
-7.0,-15.960545
-13.0,-9.247454
-16.0,-13.802212
-12.0,-4.4403334
-11.0,-9.253743
-39.0,-23.119123
-10.0,-17.022066
-19.0,-13.687689
8.0,1.9392433
0.0,9.936356
22.0,7.0626836
-23.0,-19.8877
-2.0,-12.203619
-22.0,-22.002516
18.0,-0.05209386
-12.0,-13.188172
-24.0,-21.915632
-5.0,-8.287691
-17.0,-18.011652
16.0,17.084984
2.0,-2.584208
-5.0,2.9184887
-2.0,-14.749838
127.0,126.81703
-17.0,-18.297504
11.0,-1.5366334
70.0,75.09578
-11.0,-10.524269
1.0,6.983161
-4.0,-3.7859802
0.0,-5.635878
-18.0,-14.400867
-19.0,-19.454863
-11.0,-15.670865
-20.0,-12.708838
-19.0,-0.8232607
118.0,121.22215
-21.0,-15.6180315
-31.0,-21.333086
3.0,-6.9760337
-5.0,-0.8118557
-16.0,-11.583901
7.0,7.572789
14.0,35.66496
1.0,2.900602
11.0,19.413788
-11.0,-6.9066157
-3.0,-6.315822
-14.0,-14.97998
13.0,4.344197
6.0,-9.341206
12.0,22.363493
-17.0,-9.716656
80.0,82.00484
-4.0,-0.25872886
6.0,4.8411717
-23.0,-15.204116
-27.0,-23.757456
-13.0,-4.1096306
94.0,97.683754
-22.0,-19.264301
-40.0,-28.17511
10.0,2.7251956
-25.0,-24.309856
-17.0,-16.931244
5.0,-2.5766506
-19.0,-4.9505134
10.0,4.010442
-4.0,-8.040729
2.0,-6.546764
-10.0,-21.998497
0.0,-3.5682704
-17.0,-16.417204
-3.0,-9.090418
3.0,-6.6496444
4.0,4.5451884
-10.0,-16.3617
-1.0,9.007809
-15.0,-17.881306
-22.0,-20.429077
77.0,67.56179
-14.0,-14.03429
-9.0,-2.0628388
24.0,29.855394
-30.0,-23.325155
-30.0,-15.367041
-35.0,-19.82485
-4.0,-14.893286
13.0,1.1802157
-15.0,-13.9105215
-11.0,-12.436174
-7.0,-2.0146275
-11.0,-13.592968
-14.0,-18.139343
-35.0,-14.188888
15.0,-5.391809
9.0,3.9413114
-7.0,-10.884429
-4.0,-5.075553
-13.0,-9.086995
23.0,19.065517
-14.0,-16.274483
-9.0,-7.2688575
-27.0,-25.415453
19.0,22.318596
-11.0,-13.80115
26.0,33.14511
-12.0,-12.927349
53.0,56.644928
10.0,6.300386
-26.0,8.9293785
-21.0,-26.588741
8.0,2.8257394
6.0,-1.6596782
-13.0,-17.124474
-13.0,-14.397096
18.0,19.174124
83.0,85.275246
-4.0,-0.8465597
-9.0,-11.521402
105.0,101.46729
4.0,-3.1420279
-14.0,-10.634647
-10.0,0.7626548
40.0,28.101173
-14.0,-8.270399
-15.0,-12.135997
8.0,8.78989
9.0,-1.3807336
-10.0,-12.207683
14.0,-13.315938
-6.0,-12.630869
-10.0,-12.488548
32.0,32.528286
101.0,92.463455
1.0,-10.311151
85.0,97.74816
-11.0,-10.852827
25.0,14.829245
-18.0,-18.693993
1.0,-7.0038824
-32.0,-18.980515
-22.0,-17.406813
-26.0,-19.675611
-8.0,-15.041687
-20.0,-16.137526
-5.0,4.3341947
7.0,6.5691395
-22.0,-10.337372
-10.0,-7.702455
238.0,238.46106
11.0,0.59338254
-10.0,-11.351133
-4.0,-5.6365466
-12.0,-11.457193
1.0,6.2157884
27.0,27.536821
5.0,-3.9197538
58.0,59.64799
-15.0,-14.87544
-26.0,-18.208395
-23.0,-19.141924
-9.0,-3.5296774
-4.0,15.371165
-2.0,9.11811
1.0,-0.1405288
-21.0,-12.172307
52.0,53.672318
-11.0,-10.174965
-10.0,-14.20506
22.0,23.421787
-15.0,-13.469923
32.0,29.95365
-6.0,-7.501177
-10.0,-9.919305
-18.0,-11.422596
22.0,21.04276
-7.0,-9.785343
6.0,-0.09217699
-5.0,-0.21119398
1.0,-11.893666
-23.0,-11.590231
-11.0,-16.472164
-6.0,-4.0486975
-3.0,-3.7803905
1.0,3.9309435
-23.0,-20.665676
-9.0,-3.807901
-4.0,-12.184999
-9.0,-15.652395
11.0,-9.821626
-1.0,-7.0629807
-7.0,-15.19352
-8.0,-10.705506
-8.0,-7.202096
24.0,19.417501
76.0,72.551285
25.0,21.390081
181.0,225.06361
4.0,9.126755
-18.0,-16.671505
-18.0,-20.742588
-7.0,-7.6021943
92.0,95.22917
-9.0,-3.5002651
-5.0,-9.901364
-23.0,-18.829485
-16.0,-14.83445
-12.0,-10.253932
-45.0,-16.58768
-8.0,-6.466718
-5.0,-13.745059
25.0,5.847615
114.0,111.28313
-18.0,-13.3039665
-10.0,-0.250053
17.0,-14.018922
-20.0,-10.609444
-15.0,-17.671776
244.0,252.03488
11.0,-0.17837623
-17.0,-15.105716
-14.0,-8.510204
2.0,-2.734638
-10.0,-9.569815
0.0,-4.2880173
-20.0,-14.834971
52.0,61.905388
21.0,10.886743
28.0,39.571583
1.0,-3.8240423
-1.0,-6.1594477
-7.0,-3.1477766
14.0,15.7733135
168.0,174.16267
7.0,8.694375
-7.0,-11.073165
-8.0,-11.838099
-50.0,-23.59118
-34.0,-13.746481
2.0,5.286692
48.0,26.078102
-24.0,-12.521516
-6.0,-9.766185
37.0,25.2938
-19.0,-15.00917
-3.0,0.34903497
-8.0,-13.179328
-10.0,-8.321969
94.0,83.76022
-21.0,1.7778412
-14.0,-1.6420883
-19.0,-13.147915
32.0,34.939255
46.0,31.77727
0.0,-4.267599
1.0,0.3612045
-22.0,-12.298041
-24.0,-23.422873
-19.0,-22.711206
6.0,4.6644363
-17.0,-14.75573
36.0,32.815083
-19.0,-20.478117
2.0,-3.3179886
-19.0,-14.606552
-9.0,-10.476448
854.0,681.9832
2.0,-10.548482
75.0,68.47612
-12.0,-18.094618
-5.0,-9.343427
-3.0,-15.292447
33.0,22.580582
45.0,11.748076
13.0,-8.801283
-13.0,-9.831547
-3.0,4.230713
-12.0,-9.524495
-19.0,-16.412642
-26.0,-11.230519
-12.0,-11.281299
10.0,-7.0188956
-10.0,-4.154409
46.0,49.487152
-33.0,-21.173029
-16.0,-4.9933953
-15.0,-17.491413
19.0,8.491729
50.0,44.704292
-7.0,9.06474
7.0,-8.531443
-16.0,-10.506519
-21.0,-12.870205
-9.0,-8.9834795
-7.0,-13.233175
59.0,61.593586
-15.0,-11.887617
8.0,1.9444318
-29.0,-21.36028
5.0,11.013225
-27.0,-14.019034
165.0,190.92928
-26.0,-16.324883
20.0,27.332462
26.0,18.1751
-18.0,-16.185673
6.0,8.672024
20.0,32.011097
-17.0,-16.837154
-25.0,-12.688296
-16.0,-12.610056
-23.0,-17.283987
12.0,9.796425
-29.0,-16.277721
-18.0,-11.506174
60.0,59.340046
-1.0,10.159471
-24.0,-19.460093
-26.0,-16.436628
-10.0,-0.1719377
-13.0,-11.10492
-5.0,-4.214755
-5.0,6.501825
68.0,68.43519
-22.0,-10.592723
-6.0,-8.18241
-18.0,-17.098995
-27.0,-18.644913
234.0,233.45671
-24.0,-14.642541
-11.0,-4.284605
-9.0,-1.9457424
-14.0,-12.379752
5.0,3.1397977
-6.0,-3.5257695
-3.0,-9.541884
-16.0,-12.980797
-20.0,-18.901146
33.0,41.911125
-5.0,-8.425799
-25.0,-19.107718
2.0,-7.7130885
-15.0,-19.165825
-6.0,-4.8834076
-7.0,-13.328314
-15.0,-13.478036
16.0,23.684612
31.0,21.483963
60.0,73.59598
43.0,41.287266
-18.0,-14.176449
-22.0,-15.419952
-4.0,-2.4432619
-11.0,-10.373428
-12.0,-17.42642
101.0,99.132835
261.0,232.21857
-2.0,-2.457477
-3.0,-12.635167
1.0,-21.416796
212.0,224.63358
-11.0,-5.723717
-13.0,-14.903673
-13.0,-10.640759
-15.0,-13.099816
19.0,16.873547
-12.0,-8.290823
37.0,46.764446
10.0,8.242983
-13.0,-9.3798
-7.0,-6.2849183
29.0,28.398867
70.0,76.54857
-11.0,-14.960988
4.0,0.2945523
10.0,7.959855
-8.0,-4.446979
-19.0,-21.188217
13.0,-1.5180928
1.0,2.0726423
33.0,11.011038
3.0,-11.865239
-3.0,-13.684813
-17.0,-7.654544
-11.0,-10.73241
18.0,18.811047
-5.0,1.4633238
-21.0,-5.781998
-12.0,-8.13587
2.0,4.017018
1.0,-0.6421581
-19.0,-9.094721
206.0,184.0383
-13.0,-10.816133
8.0,6.5839586
-21.0,-14.691321
32.0,32.240993
93.0,82.11684
60.0,49.738216
-15.0,-12.68865
-7.0,-5.116967
-21.0,-15.706041
-7.0,-13.021402
-11.0,6.388883
-16.0,-6.0987644
-8.0,-1.2584772
-8.0,-2.6402092
5.0,3.1816766
-9.0,-17.953756
-21.0,-9.47125
5.0,0.18546413
4.0,8.344301
-17.0,-12.779618
-19.0,-19.738932
-11.0,-16.790089
-12.0,-18.90543
78.0,80.31887
-15.0,-11.994637
-6.0,-2.8953505
-12.0,-3.90054
-11.0,-12.336428
140.0,148.55443
4.0,-11.208126
12.0,11.649242
-18.0,-20.815882
-19.0,-11.228498
107.0,104.59483
-8.0,-12.340606
-8.0,-10.918433
-2.0,-8.725501
-9.0,-4.521977
-8.0,-13.108658
0.0,4.289622
-1.0,-3.2138762
13.0,13.228661
52.0,61.296448
-10.0,-19.386702
9.0,-3.475473
-26.0,-9.363199
-19.0,-15.524341
73.0,70.367134
-12.0,-11.802105
14.0,22.484945
-10.0,-10.793006
46.0,48.58214
77.0,72.05032
-15.0,-10.633954
-17.0,-11.322595
9.0,3.4787126
-17.0,-17.866266
-5.0,-13.087207
-4.0,-6.035754
-16.0,-19.000666
-17.0,-16.116478
-7.0,-17.763443
32.0,29.2036
-5.0,-8.5411
46.0,37.16672
2.0,-17.730125
5.0,18.704826
-2.0,-5.645012
-13.0,-19.670572
-20.0,-11.475504
57.0,63.88462
11.0,1.7634223
-21.0,-16.98639
-12.0,-14.418111
16.0,16.577194
-8.0,-16.457945
-15.0,-15.444986
6.0,-4.6672173
13.0,11.477178
-14.0,-15.7288885
-9.0,4.6371436
-1.0,1.7170625
-13.0,-16.114714
-17.0,-13.559487
-5.0,1.4127586
8.0,-4.489223
-6.0,-10.366208
3.0,-6.5003543
0.0,0.6251127
-1.0,-5.4957824
647.0,515.73413
132.0,79.44877
-24.0,-19.003826
-6.0,-10.881789
-8.0,-11.007068
-11.0,-7.608185
-8.0,-8.102734
-10.0,-16.295633
-12.0,-9.177886
220.0,205.19353
29.0,27.683178
9.0,23.364613
-2.0,-10.316336
56.0,73.733116
-19.0,-12.965136
29.0,32.64419
22.0,13.6839695
44.0,39.786263
-7.0,-12.938945
-18.0,-17.551672
-4.0,-14.967585
-12.0,-10.435284
-24.0,-23.104918
-5.0,-11.3590555
-17.0,-11.493718
-15.0,-11.886805
3.0,3.1228557
18.0,16.936373
0.0,-7.4172745
-13.0,6.085323
-17.0,-16.259333
-10.0,-19.010742
-5.0,-6.674254
71.0,76.834755
9.0,12.448135
-11.0,-15.170734
4.0,-6.8146915
-5.0,-7.966427
-4.0,-12.829716
-16.0,-13.602865
-12.0,-18.406012
113.0,102.87792
-12.0,-13.294541
-15.0,-12.307869
-16.0,-10.51591
75.0,80.32327
26.0,8.538389
-24.0,-12.029971
-26.0,-22.486244
-17.0,-8.047251
27.0,15.300833
34.0,2.5515716
-41.0,-25.300316
-11.0,-11.424524
-5.0,-2.5385594
32.0,-3.41419
6.0,-1.8743258
-30.0,-19.145855
-17.0,-16.350183
-11.0,-7.072179
-14.0,-11.275722
-14.0,-14.88471
-15.0,-4.308725
-4.0,0.60874385
-4.0,-3.3292425
-6.0,-7.3383293
-7.0,-12.882104
11.0,31.400757
-15.0,-12.864058
7.0,5.7247267
-7.0,-14.337068
-13.0,-11.7625
-13.0,-7.2653666
7.0,0.6475666
40.0,37.226814
-24.0,-19.050137
9.0,6.3004107
-22.0,-13.168004
-8.0,2.1467223
2.0,25.982035
7.0,-9.856802
-5.0,-6.4843545
1.0,4.325294
-30.0,-17.889269
1.0,-6.3777366
88.0,100.56703
19.0,18.540382
-6.0,-1.4409133
-12.0,-15.35696
-17.0,-8.338719
2.0,4.428412
6.0,-3.768498
-3.0,-15.032239
220.0,198.04088
-14.0,-18.712088
18.0,28.11623
8.0,4.927687
17.0,14.585404
5.0,7.878226
20.0,-5.518232
-21.0,-17.7872
-18.0,-10.327287
26.0,23.03989
6.0,1.5815518
-7.0,-5.4094
-24.0,-19.173891
-6.0,-6.8187933
-12.0,-14.661125
7.0,1.3811004
-19.0,-12.416262
-17.0,-19.425621
1.0,1.2423695
-24.0,-26.485867
-11.0,9.953855
28.0,31.089985
-22.0,-20.091516
-2.0,-8.561973
44.0,24.376411
10.0,19.949646
-14.0,-15.0812435
-15.0,-16.02082
-14.0,-8.527895
38.0,25.325523
40.0,40.8793
32.0,31.6835
-12.0,-0.65545887
6.0,2.1215494
-22.0,-20.218737
-13.0,-9.692795
1.0,4.2417293
-18.0,-19.358335
51.0,46.174454
-3.0,-4.996724
-23.0,-11.207694
-5.0,1.1059303
-13.0,-20.554377
-14.0,-13.121139
-19.0,-15.865173
-3.0,-2.2523077
-14.0,-15.110412
-14.0,-14.144248
-12.0,-11.895412
-13.0,-17.703363
-13.0,-8.226562
12.0,4.8413987
-11.0,-13.703768
-26.0,-13.530858
-12.0,-12.198079
-9.0,-5.0293617
-22.0,-23.57439
-22.0,-15.245079
-5.0,-10.088847
-6.0,-6.531755
-13.0,-12.397258
6.0,12.713058
-30.0,-11.533384
-16.0,-8.663809
-4.0,-2.7256548
-15.0,-10.605641
-22.0,-21.78214
-24.0,-14.137097
-1.0,2.2242107
-10.0,-14.415462
-36.0,-2.8820326
-4.0,-1.1800652
-24.0,-14.006642
-2.0,0.80747813
68.0,65.98738
-20.0,-19.649282
-9.0,-3.365591
0.0,-12.689625
-10.0,-19.00264
53.0,52.40761
-13.0,-17.658464
-1.0,-11.898009
-13.0,-8.765637
5.0,7.301469
37.0,17.513186
22.0,1.1350068
-18.0,-7.3649774
4.0,5.568796
69.0,82.946304
9.0,21.148657
3.0,-5.586416
74.0,77.265564
-18.0,-12.388912
-20.0,-23.549786
-10.0,-9.745966
11.0,0.8289421
-18.0,-16.918568
-23.0,-18.071215
84.0,78.43662
-11.0,-11.002723
-10.0,-17.191605
-6.0,-0.49135616
-2.0,7.8557773
-14.0,-20.853373
19.0,18.016998
3.0,3.2544155
81.0,58.06577
80.0,84.11643
-10.0,-6.9152446
3.0,4.371263
-16.0,-14.584591
-9.0,-9.542126
-6.0,-14.516377
-9.0,-11.330506
-21.0,-13.955197
29.0,21.358946
-6.0,-15.430443
-12.0,-13.867201
2.0,-9.962559
3.0,-2.5592074
-6.0,1.3484527
-20.0,-20.869755
-33.0,-22.04853
-17.0,-1.4541514
-7.0,-1.0634208
-16.0,-13.71596
-6.0,-16.206278
-19.0,-5.5496764
-36.0,-21.56341
-9.0,-19.297478
-1.0,3.3976018
-8.0,-7.4736385
-7.0,-13.89642
-12.0,-6.887132
7.0,11.642905
-17.0,-12.209726
33.0,27.117254
4.0,-12.005246
-4.0,-15.1786995
-20.0,-7.0668526
-27.0,-23.53944
25.0,16.169811
19.0,26.426992
199.0,207.53145
-16.0,-17.171238
260.0,513.24335
-3.0,-10.503724
14.0,6.2625756
-20.0,-11.641431
108.0,75.980736
-18.0,-11.324417
-8.0,-8.805931
-5.0,-7.329896
29.0,21.703255
-22.0,-7.059769
95.0,95.02407
-11.0,-7.9773645
21.0,20.628872
-25.0,-19.410007
-23.0,-11.872655
6.0,11.202845
1.0,-2.0982668
61.0,47.739975
3.0,-3.6783416
-13.0,-13.251811
-21.0,-16.243507
-14.0,-17.289768
-4.0,-8.384321
78.0,73.96899
15.0,12.426993
-8.0,-10.755485
-3.0,-1.6544571
-3.0,-5.7631097
-15.0,-9.5324335
29.0,22.522167
-15.0,-14.80821
-26.0,-22.508228
20.0,-1.1828388
-17.0,-12.403259
4.0,-18.579653
-19.0,-11.488877
-4.0,-7.4701715
13.0,15.716491
-23.0,-15.724793
-14.0,-1.7819219
1.0,1.8505843
62.0,56.63458
0.0,4.678715
-16.0,-8.804035
-10.0,-8.573519
-20.0,-14.5872345
-10.0,-12.429459
-19.0,-12.6533575
-13.0,-11.2185545
-13.0,-8.21095
0.0,-4.357233
14.0,4.344955
3.0,-1.0991617
-10.0,-6.7932634
-22.0,-22.053885
-4.0,-9.662004
-8.0,-9.769362
6.0,-17.371721
74.0,72.30018
0.0,0.29464084
10.0,8.739181
-9.0,-1.890281
-11.0,-10.220863
-5.0,-8.776958
62.0,78.47462
-18.0,-20.006489
-11.0,-9.008285
-5.0,-3.0327988
-4.0,-15.614631
3.0,-5.249059
-8.0,-3.961336
-40.0,-13.0829
-17.0,-20.838957
-2.0,-15.452889
-11.0,-7.4587765
-21.0,-15.619926
1.0,-10.990378
-3.0,10.7368145
-21.0,-16.415415
-3.0,-14.724936
150.0,150.62743
4.0,5.6460586
5.0,-8.462944
-1.0,-3.7041016
2.0,0.14479497
-2.0,-9.288242
-5.0,-3.2735534
-27.0,-12.517355
5.0,-2.160161
-16.0,-14.215047
-9.0,-13.322466
13.0,-9.987744
-18.0,-16.947912
-3.0,-8.907967
-27.0,-21.954016
-16.0,-15.699875
-16.0,-5.895877
18.0,25.767345
31.0,27.094408
37.0,14.924203
0.0,-5.0473685
-21.0,-13.585089
-11.0,-11.049036
13.0,12.415929
3.0,17.24494
46.0,65.799965
27.0,22.984396
-25.0,-14.487581
5.0,7.1546483
4.0,0.5617605
4.0,-5.28565
-18.0,-15.96968
-23.0,-14.8112135
-20.0,-7.473528
-17.0,-5.802594
-12.0,0.8844895
-19.0,-16.38329
-16.0,-14.664544
-10.0,-9.548048
-24.0,-22.306429
-7.0,-8.30731
-24.0,-14.147091
-27.0,-13.385715
-22.0,-15.414963
97.0,103.39959
-17.0,-21.303774
-15.0,-13.319984
-26.0,-14.748189
-8.0,-7.8061066
-12.0,-21.350643
-1.0,-13.428042
